alphabet,sample_file,left_hand_0_x,left_hand_0_y,left_hand_0_confidence,left_hand_1_x,left_hand_1_y,left_hand_1_confidence,left_hand_2_x,left_hand_2_y,left_hand_2_confidence,left_hand_3_x,left_hand_3_y,left_hand_3_confidence,left_hand_4_x,left_hand_4_y,left_hand_4_confidence,left_hand_5_x,left_hand_5_y,left_hand_5_confidence,left_hand_6_x,left_hand_6_y,left_hand_6_confidence,left_hand_7_x,left_hand_7_y,left_hand_7_confidence,left_hand_8_x,left_hand_8_y,left_hand_8_confidence,left_hand_9_x,left_hand_9_y,left_hand_9_confidence,left_hand_10_x,left_hand_10_y,left_hand_10_confidence,left_hand_11_x,left_hand_11_y,left_hand_11_confidence,left_hand_12_x,left_hand_12_y,left_hand_12_confidence,left_hand_13_x,left_hand_13_y,left_hand_13_confidence,left_hand_14_x,left_hand_14_y,left_hand_14_confidence,left_hand_15_x,left_hand_15_y,left_hand_15_confidence,left_hand_16_x,left_hand_16_y,left_hand_16_confidence,left_hand_17_x,left_hand_17_y,left_hand_17_confidence,left_hand_18_x,left_hand_18_y,left_hand_18_confidence,left_hand_19_x,left_hand_19_y,left_hand_19_confidence,left_hand_20_x,left_hand_20_y,left_hand_20_confidence,right_hand_0_x,right_hand_0_y,right_hand_0_confidence,right_hand_1_x,right_hand_1_y,right_hand_1_confidence,right_hand_2_x,right_hand_2_y,right_hand_2_confidence,right_hand_3_x,right_hand_3_y,right_hand_3_confidence,right_hand_4_x,right_hand_4_y,right_hand_4_confidence,right_hand_5_x,right_hand_5_y,right_hand_5_confidence,right_hand_6_x,right_hand_6_y,right_hand_6_confidence,right_hand_7_x,right_hand_7_y,right_hand_7_confidence,right_hand_8_x,right_hand_8_y,right_hand_8_confidence,right_hand_9_x,right_hand_9_y,right_hand_9_confidence,right_hand_10_x,right_hand_10_y,right_hand_10_confidence,right_hand_11_x,right_hand_11_y,right_hand_11_confidence,right_hand_12_x,right_hand_12_y,right_hand_12_confidence,right_hand_13_x,right_hand_13_y,right_hand_13_confidence,right_hand_14_x,right_hand_14_y,right_hand_14_confidence,right_hand_15_x,right_hand_15_y,right_hand_15_confidence,right_hand_16_x,right_hand_16_y,right_hand_16_confidence,right_hand_17_x,right_hand_17_y,right_hand_17_confidence,right_hand_18_x,right_hand_18_y,right_hand_18_confidence,right_hand_19_x,right_hand_19_y,right_hand_19_confidence,right_hand_20_x,right_hand_20_y,right_hand_20_confidence
ain,ain_005.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.519,469.098,0.610369,496.916,478.671,0.718894,548.888,485.51,0.812838,589.917,499.186,0.850005,626.844,512.863,0.873005,532.476,563.466,0.616613,563.932,597.658,0.803723,594.02,593.555,0.831717,615.903,581.246,0.726464,507.858,564.834,0.603665,540.682,575.775,0.597864,563.932,553.893,0.749659,562.564,518.333,0.413412,490.078,544.319,0.603017,510.593,567.569,0.478828,540.682,547.054,0.405548,551.623,522.437,0.440604,472.298,521.069,0.428983,487.343,537.481,0.340462,516.064,537.481,0.20679,525.637,522.437,0.160604
ain,ain_013.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.947,448.956,0.458214,498.561,455.725,0.621563,543.237,459.787,0.77748,585.206,474.679,0.891698,621.759,486.863,0.83084,525.638,532.893,0.706274,559.483,572.154,0.824932,587.914,573.508,0.821103,613.636,562.677,0.764583,501.269,538.308,0.630421,540.53,551.847,0.620118,562.191,530.185,0.758911,563.545,499.048,0.420005,486.377,523.416,0.5301,509.392,543.724,0.3842,539.176,524.77,0.415452,550.007,499.048,0.384598,467.423,496.34,0.292369,486.377,518.001,0.224725,516.161,515.293,0.233804,521.576,505.817,0.192368
ain,ain_033.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.376,478.108,0.594636,502.063,482.11,0.682131,554.089,487.446,0.832487,596.778,499.452,0.8983,635.465,512.793,0.864532,542.083,564.819,0.656413,578.102,596.836,0.748587,607.45,587.498,0.829697,627.461,574.158,0.779137,522.073,571.49,0.574245,562.094,583.496,0.559215,575.434,551.479,0.758663,571.432,519.463,0.62664,507.399,562.151,0.503525,540.749,570.156,0.416129,558.091,551.479,0.466677,560.76,523.465,0.438991,488.722,543.475,0.48616,512.735,563.485,0.258382,534.079,546.143,0.330652,538.081,538.139,0.174685
ain,ain_025.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.921,483.342,0.548578,501.159,484.743,0.629653,551.608,488.947,0.797922,595.05,502.961,0.847054,631.486,515.573,0.89248,540.397,566.022,0.574512,575.431,596.852,0.746887,606.261,591.247,0.768775,624.479,575.832,0.685897,519.377,570.226,0.567584,553.009,580.036,0.668673,571.227,556.213,0.743909,565.622,519.777,0.547769,496.955,553.41,0.560323,523.581,573.029,0.434072,547.404,552.008,0.439373,553.009,526.784,0.455389,477.336,533.791,0.386869,498.356,550.607,0.270593,523.581,545.002,0.255362,527.785,533.791,0.188805
ain,ain_009.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.442,471.55,0.447395,492.766,480.044,0.608535,540.089,487.325,0.793211,581.346,500.673,0.836278,616.535,511.593,0.84702,514.607,561.344,0.741096,552.223,598.96,0.846641,581.346,596.533,0.809533,608.041,584.399,0.761726,493.979,561.344,0.592607,531.595,574.692,0.507624,555.864,552.85,0.43064,560.717,524.941,0.152545,474.564,543.142,0.478317,509.753,561.344,0.332843,536.449,551.636,0.316896,542.516,528.581,0.182992,456.363,517.661,0.337306,476.991,534.648,0.159059,507.327,538.289,0.152478,520.674,528.581,0.149169
ain,ain_008.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.057,473.473,0.573127,499.37,477.578,0.709296,547.26,483.051,0.801401,588.309,498.102,0.884065,627.989,510.417,0.85952,532.209,556.939,0.616289,565.048,593.883,0.701595,595.15,589.778,0.758092,618.411,577.463,0.732504,508.948,565.148,0.67247,544.523,577.463,0.678649,565.048,547.361,0.801446,565.048,515.89,0.574805,491.16,551.465,0.570109,513.053,569.253,0.450994,541.787,547.361,0.432442,552.733,521.363,0.43147,476.109,532.309,0.391443,488.423,543.256,0.317773,518.526,541.887,0.273868,519.894,524.1,0.186328
ain,ain_024.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.3,474.795,0.622469,503.9,481.451,0.691001,555.819,486.776,0.809225,599.75,501.42,0.87241,634.363,513.401,0.875996,542.506,562.658,0.705335,578.45,597.27,0.79912,607.738,589.283,0.841767,626.376,575.97,0.699219,518.544,567.983,0.650561,558.481,581.295,0.598054,577.119,554.67,0.70812,571.794,521.389,0.52759,502.569,557.333,0.564017,529.194,575.97,0.409506,557.15,553.339,0.45931,558.481,524.051,0.415962,485.262,538.695,0.422145,510.556,556.001,0.25683,534.519,545.351,0.337074,535.85,533.37,0.208027
ain,ain_032.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.395,473.894,0.626201,507.084,478.063,0.684194,554.332,486.401,0.865057,597.411,498.908,0.856146,633.542,510.025,0.821663,541.825,562.831,0.620305,576.567,596.183,0.765517,605.749,592.014,0.757351,625.204,576.728,0.690676,520.981,571.169,0.621959,557.112,583.676,0.578044,573.787,553.104,0.730147,572.398,521.142,0.614736,507.084,558.662,0.551805,537.656,572.559,0.422686,555.722,553.104,0.475034,561.28,525.311,0.451084,489.019,540.597,0.441559,515.422,561.442,0.247146,533.488,544.766,0.303349,537.656,533.649,0.214106
ain,ain_012.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.911,455.921,0.648178,492.578,461.255,0.71263,543.244,465.255,0.806825,587.244,481.255,0.849145,620.578,495.921,0.888246,529.911,546.588,0.458378,559.244,582.588,0.689605,587.244,581.255,0.792809,612.578,570.588,0.782737,513.911,547.921,0.58019,543.244,562.588,0.580096,560.578,538.588,0.743944,563.244,510.588,0.512811,492.578,539.921,0.612886,516.578,553.255,0.384702,536.578,534.588,0.384919,541.911,515.921,0.359511,473.911,531.921,0.607093,487.244,549.255,0.49039,497.911,551.921,0.378026,507.244,522.588,0.161502
ain,ain_004.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.994,545.692,0.618408,509.197,546.992,0.685182,565.101,554.793,0.804336,610.604,562.593,0.808103,643.106,569.094,0.831958,557.3,630.198,0.55244,591.103,661.4,0.683076,615.804,658.8,0.71883,639.206,645.799,0.704318,537.799,637.998,0.538059,569.001,650.999,0.551772,583.302,621.097,0.34262,580.702,597.696,0.185318,518.298,627.598,0.456939,544.299,640.599,0.355646,569.001,622.397,0.405689,569.001,600.296,0.261632,503.997,609.397,0.35422,527.398,626.298,0.224267,546.9,614.597,0.211524,550.8,606.796,0.176268
ain,ain_028.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.931,476.095,0.548265,504.615,480.263,0.695863,556.027,488.6,0.863878,600.49,501.105,0.882484,635.228,512.221,0.906409,537.963,559.464,0.76288,576.869,594.201,0.733766,603.269,590.033,0.781689,625.501,576.138,0.708302,514.342,566.412,0.683505,551.858,580.307,0.664969,569.922,558.075,0.739045,575.48,526.116,0.373734,496.278,551.127,0.616468,517.121,574.749,0.47023,544.911,551.127,0.445866,551.858,531.674,0.320646,478.215,526.116,0.415696,493.499,545.569,0.326046,521.289,544.18,0.274006,526.847,534.453,0.187808
ain,ain_023.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.045,482.374,0.606509,500.965,486.544,0.663602,551.005,487.934,0.889074,595.485,500.444,0.895632,633.015,511.564,0.839413,542.665,564.384,0.668747,574.635,597.744,0.745871,605.215,589.404,0.779085,626.065,576.894,0.717424,521.815,572.724,0.631591,553.785,583.844,0.659234,573.245,556.044,0.751598,571.855,522.684,0.537422,505.135,560.214,0.546896,531.545,574.114,0.43084,552.395,554.654,0.470502,556.565,528.244,0.419123,487.065,542.144,0.433402,509.305,557.434,0.26169,530.155,547.704,0.306086,535.715,535.194,0.211162
ain,ain_019.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.693,481.513,0.607813,506.113,484.314,0.655202,556.536,489.917,0.888833,599.957,501.122,0.870685,636.374,512.327,0.879223,545.331,565.552,0.726918,580.348,594.965,0.776939,605.559,590.763,0.792991,626.569,576.757,0.733498,524.321,572.555,0.68671,559.338,583.76,0.668827,578.947,554.347,0.782611,571.944,522.132,0.560425,507.514,561.35,0.575127,542.53,571.154,0.434762,557.937,551.545,0.477811,559.338,524.933,0.519753,490.706,541.741,0.459763,513.116,559.949,0.263819,534.126,545.943,0.337147,536.927,534.737,0.199978
ain,ain_003.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.951,530.129,0.606109,519.253,532.701,0.686753,570.7,539.132,0.825073,617.001,549.421,0.80156,654.3,558.424,0.840015,564.269,616.302,0.484108,600.281,649.742,0.682932,623.432,643.311,0.760117,646.583,631.736,0.716202,542.404,624.019,0.512328,571.986,635.594,0.565924,592.564,611.157,0.449753,607.998,599.582,0.378049,521.825,611.157,0.545218,542.404,631.736,0.458645,570.7,611.157,0.416632,578.417,591.865,0.286005,501.247,593.151,0.467238,521.825,606.012,0.307901,548.835,603.44,0.222013,552.693,591.865,0.158964
ain,ain_015.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.569,469.084,0.621381,499.401,473.229,0.692256,546.377,480.137,0.837457,587.827,492.572,0.868854,623.75,509.152,0.787613,531.179,558.892,0.743071,562.957,592.052,0.753285,589.208,592.052,0.854283,614.078,580.999,0.7414,509.072,565.8,0.710484,546.377,578.235,0.585211,565.72,547.839,0.835888,561.575,517.442,0.562257,495.256,554.747,0.576266,528.415,564.419,0.452802,544.995,545.075,0.478177,547.759,521.587,0.519385,478.676,535.404,0.439111,499.401,556.129,0.298958,521.507,538.167,0.356827,521.507,527.114,0.253613
ain,ain_014.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.392,469.264,0.61967,497.643,477.186,0.685288,546.496,482.467,0.798511,590.068,498.311,0.882666,624.397,511.515,0.844858,529.332,560.368,0.675982,563.661,597.337,0.724229,592.708,594.697,0.83163,616.475,584.134,0.740637,506.886,564.329,0.626621,541.215,576.212,0.520795,564.981,552.446,0.738334,564.981,522.078,0.470752,492.362,551.125,0.584556,509.526,570.93,0.433446,538.574,548.485,0.394589,546.496,524.718,0.348836,473.877,528.679,0.427047,491.042,545.844,0.302644,514.808,540.562,0.268248,518.769,530.0,0.197592
ain,ain_002.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.66,454.802,0.620311,498.119,460.33,0.721082,545.106,470.004,0.86214,587.947,482.442,0.906257,625.26,497.644,0.801291,529.904,547.395,0.760705,560.308,580.562,0.782318,589.329,579.18,0.854844,614.205,569.506,0.767319,507.793,550.159,0.676336,543.724,563.978,0.632727,564.454,537.721,0.833662,564.454,504.553,0.541452,489.827,536.339,0.634985,518.849,555.686,0.469956,543.724,534.957,0.450803,552.016,507.317,0.481457,476.008,515.609,0.483368,491.209,534.957,0.345894,520.231,526.665,0.344838,522.995,516.991,0.2191
ain,ain_018.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.217,475.676,0.560229,507.198,486.415,0.662321,554.18,487.757,0.757545,595.792,502.523,0.827593,634.719,514.604,0.829251,539.414,564.27,0.66087,574.315,595.143,0.79293,603.846,592.458,0.83897,625.323,576.35,0.687395,517.937,565.612,0.530678,550.153,580.377,0.596412,571.63,557.558,0.728202,571.63,521.315,0.418545,495.118,546.819,0.54641,519.279,570.981,0.425046,548.811,552.189,0.427335,558.207,526.684,0.393949,473.64,519.973,0.356285,496.46,540.108,0.212724,521.964,538.765,0.199023,530.018,528.027,0.162067
ain,ain_022.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.526,466.38,0.550201,501.914,474.584,0.635552,552.506,481.421,0.847012,596.261,496.462,0.86574,631.812,510.135,0.886733,533.363,555.258,0.850443,571.649,590.809,0.72356,600.363,586.707,0.829287,620.873,575.768,0.720972,510.118,560.727,0.685329,549.771,575.768,0.562975,570.281,548.421,0.766507,571.649,515.605,0.517585,490.975,544.319,0.610585,516.955,567.564,0.469028,545.669,545.687,0.434615,552.506,519.707,0.353139,474.567,521.074,0.412682,493.71,542.952,0.317669,519.689,538.85,0.298687,523.791,523.809,0.217072
ain,ain_034.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.256,485.518,0.585262,504.073,485.518,0.709463,550.355,487.011,0.903504,596.637,501.941,0.924672,633.961,513.885,0.861722,544.383,566.139,0.623186,577.228,594.505,0.530731,604.102,593.012,0.561335,625.003,581.068,0.536032,523.481,570.618,0.715903,551.848,581.068,0.60347,571.256,554.195,0.709559,569.763,525.829,0.513954,501.087,560.167,0.585594,521.988,578.083,0.493854,544.383,555.688,0.379506,542.89,533.293,0.356218,481.678,542.251,0.425882,501.087,555.688,0.312885,523.481,546.73,0.25801,517.509,534.786,0.2394
tay,tay_024.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.55,321.717,0.429484,562.337,292.969,0.532721,545.909,266.275,0.58724,512.028,249.847,0.837327,488.414,251.901,0.853785,528.455,236.5,0.691801,482.254,224.18,0.851155,453.506,216.993,0.743391,429.892,210.833,0.817466,512.028,248.821,0.63902,462.746,233.42,0.759642,432.972,224.18,0.762558,406.278,215.966,0.717535,500.734,262.168,0.734058,458.639,246.767,0.773634,430.918,236.5,0.756795,405.251,227.26,0.789277,495.601,276.542,0.774296,463.773,267.301,0.845827,439.132,259.088,0.769735,420.651,252.927,0.862234
tay,tay_032.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.518,331.902,0.571137,568.298,309.745,0.56374,550.362,279.148,0.639623,522.93,255.937,0.594824,497.608,261.212,0.60001,532.426,247.496,0.722787,489.168,229.56,0.951858,460.681,216.899,0.718233,436.414,206.349,0.822484,520.82,255.937,0.698711,470.177,236.946,0.798134,437.47,221.12,0.757878,412.148,207.404,0.774899,511.324,270.708,0.726826,463.846,247.496,0.855233,435.359,234.836,0.729387,411.093,221.12,0.814123,501.829,283.369,0.752964,470.177,269.653,0.832917,445.91,258.047,0.762177,423.754,247.496,0.793854
tay,tay_065.json,915.439,652.087,0.0216954,926.412,727.333,0.0125129,895.843,758.686,0.0117641,873.896,761.038,0.0160912,878.599,764.173,0.00959753,933.467,701.467,0.0089489,933.467,698.332,0.0131289,937.386,698.332,0.0074247,938.169,700.683,0.00483003,935.818,700.683,0.00891271,931.899,698.332,0.0160422,933.467,698.332,0.00682834,938.953,700.683,0.00339747,937.386,702.251,0.00852056,932.683,698.332,0.0121942,905.249,699.116,0.00737077,878.599,785.336,0.00434719,939.737,703.819,0.00921959,939.737,699.116,0.00753383,859.004,769.66,0.00655487,859.788,772.795,0.00544289,386.565,348.559,0.526986,401.318,321.819,0.497568,406.85,289.548,0.657303,369.046,272.029,0.645656,341.385,263.731,0.709828,351.527,260.964,0.544434,311.879,245.29,0.719294,283.296,235.147,0.641323,260.245,225.005,0.782571,334.008,275.717,0.50045,289.75,259.12,0.503056,260.245,247.134,0.616935,238.116,233.303,0.627947,324.788,290.47,0.532271,282.374,275.717,0.563437,256.556,261.887,0.457595,232.583,250.822,0.572991,316.489,307.067,0.508207,280.53,290.47,0.296915,259.323,279.405,0.436403,243.648,272.029,0.463969
